,Id,Tweet Time,Url,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count,Likes Count,Tweets Count,Tweet Text,KS,KH,DH,TDH,SWA,LO,AK
18,1580134105685295105,2022-10-12 09:51:42+00:00,https://twitter.com/CatatanAli07/status/1580134105685295105,0,0,2,https://twitter.com/Catatan_ali7/status/1580133951255244800,,,,,,,,RT @Catatan_ali7: Solusi nya PRIA harus banyak Minum SUSU 🙄👍 https://t.co/KBmkN3nWWp ,0,0,0,0,1,0,0
19,1580038008945770498,2022-10-12 03:29:51+00:00,https://twitter.com/CatatanAli07/status/1580038008945770498,0,0,2,https://twitter.com/03Kembara/status/1411291100518641667,,,,,,,,RT @03Kembara: @MikhalyaA Ada tuh catatan si ali van bences 🤣🤣,0,0,0,0,0,0,0
20,1580038001119268865,2022-10-12 03:29:49+00:00,https://twitter.com/CatatanAli07/status/1580038001119268865,0,0,2,https://twitter.com/03Kembara/status/1516875945574952961,,,,,,,,RT @03Kembara: @Dian_susahLogin @CatatanAli07 Hahaha... Si ali lagi. Udah banyak yang tahu kelakuannya.,0,0,0,0,0,0,0
21,1580037985042513920,2022-10-12 03:29:45+00:00,https://twitter.com/CatatanAli07/status/1580037985042513920,0,0,180,https://twitter.com/Catatan_ali7/status/1579823717865390081,,,,,,,,"RT @Catatan_ali7: Hidup jaman sekarang serba salah

MISKIN dikejar kejar BAIM WONG
KAYA dikejar kejar YUSUF MANSYUR 

🙄",1,0,0,0,0,0,0
22,1580037968688914432,2022-10-12 03:29:42+00:00,https://twitter.com/CatatanAli07/status/1580037968688914432,0,0,4,https://twitter.com/Catatan_ali7/status/1516992584086061058,,,,,,,,"RT @Catatan_ali7: Itu bapak kayak nya dendam banget ma gua 😂

gara gara soal donasi KM 50 gua yang paling VOKAL teriakan soal TRANSPARANSI…",,,,,,,
23,1580037958479990784,2022-10-12 03:29:39+00:00,https://twitter.com/CatatanAli07/status/1580037958479990784,0,0,7,https://twitter.com/Catatan_ali7/status/1516994268807991296,,,,,,,,RT @Catatan_ali7: Ingat SOAL DONASI KM 50 itu belum selesai karna TRANSPARANSI yang dijanjikan belum juga bisa dibuktikan dan masih selalu…,,,,,,,
24,1580037948434620416,2022-10-12 03:29:37+00:00,https://twitter.com/CatatanAli07/status/1580037948434620416,0,0,7,https://twitter.com/Catatan_ali7/status/1458019591582453764,,,,,,,,"RT @Catatan_ali7: Salut om @trinugroho162 tetap konsisten mempertanyakan Atau menagih janji Transparansi Donasi KM 50 

Seandainya semua sa…",,,,,,,
25,1580037935864258560,2022-10-12 03:29:34+00:00,https://twitter.com/CatatanAli07/status/1580037935864258560,0,0,6,https://twitter.com/Catatan_ali7/status/1518947911752888320,,,,,,,,"RT @Catatan_ali7: Sudah 499 Hari janji Akan dibuka nya TRANSPARANSI Soal donasi KM 50 belum ada kejelasan sampai saat ini

Ini semua karna…",,,,,,,
26,1580037926544498688,2022-10-12 03:29:32+00:00,https://twitter.com/CatatanAli07/status/1580037926544498688,0,0,4,https://twitter.com/Catatan_ali7/status/1467478855686377476,,,,,,,,RT @Catatan_ali7: Muaranya dari DONASI KM 50 seharusnya semua kompak Tagih janji Transparansi tapi  ada segerombolan orang yang justru mema…,,,,,,,
27,1580037915857412096,2022-10-12 03:29:29+00:00,https://twitter.com/CatatanAli07/status/1580037915857412096,0,0,4,https://twitter.com/Catatan_ali7/status/1469639529594167301,,,,,,,,"RT @Catatan_ali7: Masih tetap konsisten Menagih TRANSPARANSI DONASI KM 50 luar biasa 👍

Andai saja waktu itu KOMPAK semua menagih TRANSPARA…",,,,,,,
28,1580037904088256513,2022-10-12 03:29:26+00:00,https://twitter.com/CatatanAli07/status/1580037904088256513,0,0,4,https://twitter.com/Catatan_ali7/status/1467386390941896705,,,,,,,,RT @Catatan_ali7: Jika SOAL DONASI KM 50 kemarin KOMPAK tidak ada yang menghalangi memaki maki orang yang mempertanyakan soal Transparansi…,,,,,,,
29,1580036758770618368,2022-10-12 03:24:53+00:00,https://twitter.com/CatatanAli07/status/1580036758770618368,0,0,3,https://twitter.com/Catatan_ali7/status/1579857023654502400,,,,,,,,"RT @Catatan_ali7: Baca Komenan orang yg ngejelek jelekin gua karna gua nagih tranparansi KM 50 yg dijanjikan lucu lucu 🤣

Apalagi baca kome…",,,,,,,
30,1579850679325462529,2022-10-11 15:05:28+00:00,https://twitter.com/CatatanAli07/status/1579850679325462529,0,0,4,https://twitter.com/Catatan_ali7/status/1579850172502200321,,,,,,,,"RT @Catatan_ali7: Selama pelaku kejahatan dimedsos  masih dikasih panggung selama itu juga mereka akan eksis...

Contoh sudah tau Disebelah…",,,,,,,
31,1579823191731892224,2022-10-11 13:16:15+00:00,https://twitter.com/CatatanAli07/status/1579823191731892224,0,0,4,https://twitter.com/Catatan_ali7/status/1579821854159962112,,,,,,,,"RT @Catatan_ali7: Pendukung GANJAR

Banjir Dijawa Tengah KICEP Banjir Dijakarta Koar koar

Pendukung ANIES

Banjir Dijakarta KICEP Banjir d…",,,,,,,
32,1579813954334752768,2022-10-11 12:39:32+00:00,https://twitter.com/CatatanAli07/status/1579813954334752768,0,0,29,https://twitter.com/Catatan_ali7/status/1579813482383302658,,,,,,,,RT @Catatan_ali7: Saat Sepakbola ( TIMNAS ) Berprestasi berdiri depan sendiri bahkan ada kejadian MENJIJIKAN ikut nimbrung konfrensi Pers t…,,,,,,,
33,1579804803017760768,2022-10-11 12:03:11+00:00,https://twitter.com/CatatanAli07/status/1579804803017760768,0,0,4,https://twitter.com/Catatan_ali7/status/1579299992376086528,,,,,,,,RT @Catatan_ali7: Berharap ibu @marlina_idha kak @Mdy_Asmara1701 @AdindaAsmara_ ikut polling dan sesuai role polling 😉👍,0,0,0,0,0,0,0
34,1579804761641332739,2022-10-11 12:03:01+00:00,https://twitter.com/CatatanAli07/status/1579804761641332739,0,0,24,https://twitter.com/Catatan_ali7/status/1579283840908283904,,,,,,,,"RT @Catatan_ali7: REQUEST POLLING dari om @Yunardi99 

Kalian tipe Pendukung ANIES BASWEDAN yang seperti Apa ??

Jika OBJEKTIF Sertakan Buk…",1,1,0,1,0,0,0
35,1579756567343529986,2022-10-11 08:51:30+00:00,https://twitter.com/CatatanAli07/status/1579756567343529986,0,0,4,https://twitter.com/Catatan_ali7/status/1579756313776893952,,,,,,,,"RT @Catatan_ali7: Gua udah biasa menegur orang mau kawan atau lawan tidak peduli kalau mereka salah ya gua tegur 😂

Ya walaupun beresiko wa…",,,,,,,
36,1579748052424069121,2022-10-11 08:17:40+00:00,https://twitter.com/CatatanAli07/status/1579748052424069121,0,0,3,https://twitter.com/Catatan_ali7/status/1579747665247899648,,,,,,,,"RT @Catatan_ali7: Penilaian Orang dalam semingguan ini kalau PENDUKUNG ANIES Sangat Identik dengan PENDUKUNG JOKOWI 😂

Tidak percaya ? SILA…",,,,,,,
37,1579719933533257730,2022-10-11 06:25:56+00:00,https://twitter.com/CatatanAli07/status/1579719933533257730,0,0,20,https://twitter.com/Catatan_ali7/status/1579719334464978945,,,,,,,,RT @Catatan_ali7: Jokowi Lahir 1961 berdasarkan data KOMPAS ini Jokowi SD Tahun 1973 usia 12 Tahun baru masuk SD ?? 🙄👀 https://t.co/SFe45iu…,,,,,,,
38,1579665823572332544,2022-10-11 02:50:55+00:00,https://twitter.com/CatatanAli07/status/1579665823572332544,0,0,3,https://twitter.com/Catatan_ali7/status/1579650113664081920,,,,,,,,RT @Catatan_ali7: Kalau pacaran saja pasang fhoto berdua sudah pasti Jika sudah menikah dia pasti pasang fhoto berdua sama suami atau istri…,,,,,,,
39,1579665807344558081,2022-10-11 02:50:51+00:00,https://twitter.com/CatatanAli07/status/1579665807344558081,0,0,5,https://twitter.com/Catatan_ali7/status/1579665170653405186,,,,,,,,RT @Catatan_ali7: Bener kan yang saya katakan kemarin Semakin kesini KARAKTER Pendukung ANIES semakin brutal semakin mendekati atau bahka…,,,,,,,
40,1579621996794896384,2022-10-10 23:56:46+00:00,https://twitter.com/CatatanAli07/status/1579621996794896384,0,0,4,https://twitter.com/Catatan_ali7/status/1579427322121572354,,,,,,,,"RT @Catatan_ali7: Waktu itu Bawa Bawa TITIT disatirin dengan SHALAT JUMAT
Sekarang Posting sama berbau AURAT juga 

🤦‍♀️🤦‍♀️🤦‍♀️",,,,,,,
41,1579621924204056577,2022-10-10 23:56:29+00:00,https://twitter.com/CatatanAli07/status/1579621924204056577,0,0,87,https://twitter.com/Catatan_ali7/status/1579621462578966529,,,,,,,,"RT @Catatan_ali7: Untuk meyakinkan masyarakat Jika GAS AIR MATA tidak berbahaya dan Tidak Mematikan 

POLISI harus memberi contoh dengan ME…",,,,,,,
42,1579467011390074880,2022-10-10 13:40:55+00:00,https://twitter.com/CatatanAli07/status/1579467011390074880,0,0,31,https://twitter.com/Catatan_ali7/status/1423297152458002439,,,,,,,,"RT @Catatan_ali7: Pujian SETINGGI LANGIT dari Anies Baswedan untuk JOKO WIDODO 

👀👀👀 https://t.co/7AxaaaQiHm",1,0,0,1,0,0,0
43,1579304145403539456,2022-10-10 02:53:44+00:00,https://twitter.com/CatatanAli07/status/1579304145403539456,0,0,3,https://twitter.com/Catatan_ali7/status/1579303812703358977,,,,,,,,RT @Catatan_ali7: Seharus nya PERSONIL POLISI  yg tembakan GAS AIR MATA Menanggung semua korban baik yang meninggal atau pun yang DIRAWAT…,,,,,,,
44,1579271971530887168,2022-10-10 00:45:54+00:00,https://twitter.com/CatatanAli07/status/1579271971530887168,0,0,7,https://twitter.com/Catatan_ali7/status/1579269738378973185,,,,,,,,"RT @Catatan_ali7: Gua itu orang bebas tidak terikat 😂
Tidak terhitung PUJIAN gua berikan untuk ANIES
Dan tidak terhitung juga KRITIKAN Gua…",,,,,,,
45,1579271927138766848,2022-10-10 00:45:43+00:00,https://twitter.com/CatatanAli07/status/1579271927138766848,0,0,3,https://twitter.com/Catatan_ali7/status/1579271601312346112,,,,,,,,"RT @Catatan_ali7: Setiap Ngeritik ANIES dikira Gua pendukung atau Buzzer Ganjar 😂

Padahal Gua Orang Jawa Tengah salah satu yang tidak pili…",,,,,,,
46,1579259618777145344,2022-10-09 23:56:48+00:00,https://twitter.com/CatatanAli07/status/1579259618777145344,0,0,13,https://twitter.com/Catatan_ali7/status/1579259172771704832,,,,,,,,"RT @Catatan_ali7: Pendukung Jokowi 

Diam Ketika Ada keruwetan terjadi Diindonesia

Berkoar Puja Puji jokowi Ketika ada Objek Fhoto baru (…",,,,,,,
47,1579064413554085891,2022-10-09 11:01:08+00:00,https://twitter.com/CatatanAli07/status/1579064413554085891,0,0,3,https://twitter.com/Catatan_ali7/status/1579064137027850240,,,,,,,,"RT @Catatan_ali7: Dibox Rose gold
Fisik nya kok beda warna ?",0,0,0,0,0,0,0
48,1579061722241200128,2022-10-09 10:50:26+00:00,https://twitter.com/CatatanAli07/status/1579061722241200128,0,0,0,,1460922006266810368,Badmilova,Jakarta,28,101,1674,2667,"@Badmilova @Yonesman2 @andi889966 @OposisiCerdas SAMPAH

BANCI AJA BELAGU 🤣😂

UDAH SEBAR KEBENCIAN  DIKASIH FAKTA KABUR...

CUIHHHH",0,0,1,1,0,0,0
49,1579040232837894144,2022-10-09 09:25:03+00:00,https://twitter.com/CatatanAli07/status/1579040232837894144,0,0,2,https://twitter.com/CatatanAli07/status/1579039698219315201,,,,,,,,"RT @CatatanAli07: @Badmilova @Yonesman2 @andi889966 @OposisiCerdas POTONG AJA TUH KONTOL
Baru disentil fakta sedikit udah berak dicelana 🤣😂…",,,,,,,
50,1579039698219315201,2022-10-09 09:22:55+00:00,https://twitter.com/CatatanAli07/status/1579039698219315201,3,3,2,,1460922006266810368,Badmilova,Jakarta,28,101,1674,2667,"@Badmilova @Yonesman2 @andi889966 @OposisiCerdas POTONG AJA TUH KONTOL
Baru disentil fakta sedikit udah berak dicelana 🤣😂 https://t.co/m9JmYenyJz",0,0,0,1,0,0,0
51,1578757052721397760,2022-10-08 14:39:47+00:00,https://twitter.com/CatatanAli07/status/1578757052721397760,0,0,2,https://twitter.com/Catatan_ali7/status/1578756485534068737,,,,,,,,"RT @Catatan_ali7: Setuju ya kak @RikeSants @marlina_idha @Mdy_Asmara1701 @AdindaAsmara_  ????

Setuju dong",0,0,0,0,0,0,0
52,1578747312176005121,2022-10-08 14:01:05+00:00,https://twitter.com/CatatanAli07/status/1578747312176005121,0,0,52,https://twitter.com/Catatan_ali7/status/1578747052926070790,,,,,,,,RT @Catatan_ali7: Saran saya jangan kaitkan HABIB RIZIEQ dengan ANIES demi kebaikan nama HABIB agar beliau tidak lagi terseret seret ke Pol…,,,,,,,
53,1578744341904125952,2022-10-08 13:49:17+00:00,https://twitter.com/CatatanAli07/status/1578744341904125952,0,0,2,https://twitter.com/DrEvaChaniago/status/1578722137111932928,,,,,,,,RT @DrEvaChaniago: @Catatan_ali7 Pas,0,0,0,0,0,0,0
54,1578744331892326400,2022-10-08 13:49:15+00:00,https://twitter.com/CatatanAli07/status/1578744331892326400,0,0,18,https://twitter.com/Catatan_ali7/status/1578714717534949376,,,,,,,,"RT @Catatan_ali7: AGAMA PRIVACY ??

Agama Memang urusan kita dengan TUHAN tapi alangkah baik nya Orang Tau AGAMA kita untuk mencegah diskri…",1,0,0,1,0,0,0
55,1578744313470930946,2022-10-08 13:49:10+00:00,https://twitter.com/CatatanAli07/status/1578744313470930946,0,0,448,https://twitter.com/Catatan_ali7/status/1576859532177047552,,,,,,,,"RT @Catatan_ali7: 2 Orang BERPRESTASI 😍

Kemeja Putih Berhasil membawa INDONESIA Masuk 100 Besar NEGARA TERMISKIN DIDUNIA

Rambut Putih Ber…",,,,,,,
56,1578744296672722944,2022-10-08 13:49:06+00:00,https://twitter.com/CatatanAli07/status/1578744296672722944,0,0,3,https://twitter.com/Catatan_ali7/status/1578713737183514626,,,,,,,,RT @Catatan_ali7: https://t.co/E3AZGewIKS,,,,,,,
57,1578744259678986240,2022-10-08 13:48:57+00:00,https://twitter.com/CatatanAli07/status/1578744259678986240,0,0,22,https://twitter.com/Catatan_ali7/status/1578743739274924032,,,,,,,,"RT @Catatan_ali7: yang paling penting buat PENDUKUNG nya STOP menganggap ANIES BASWEDAN MAHA BENAR Kritik Dia Jika salah , Puji dia sewajar…",,,,,,,
58,1578675784126193664,2022-10-08 09:16:51+00:00,https://twitter.com/CatatanAli07/status/1578675784126193664,0,0,47,https://twitter.com/Catatan_ali7/status/1578673993422626816,,,,,,,,RT @Catatan_ali7: Pak @iriawan84 Selalu Menjaga Protokol kesehatan Beliau Tidak lupa untuk CUCI TANGAN ! https://t.co/8qSdXXcyne,1,0,0,1,0,0,0
59,1578507131434987520,2022-10-07 22:06:42+00:00,https://twitter.com/CatatanAli07/status/1578507131434987520,0,0,25,https://twitter.com/Catatan_ali7/status/1578506723782193152,,,,,,,,"RT @Catatan_ali7: Untuk saat ini saya melihat KUALITAS Pendukung ANIES DAN JOKOWI itu sama 

Sama sama diam ketika melihat permasalahan yan…",,,,,,,
60,1578402212656447489,2022-10-07 15:09:47+00:00,https://twitter.com/CatatanAli07/status/1578402212656447489,0,0,3,https://twitter.com/Catatan_ali7/status/1578312018033246208,,,,,,,,"RT @Catatan_ali7: 2024 WAJAH BARU RASA LAMA

Ada jembatan dihiasi lampu warna warni SHARE
Ada Taman Baru jadi SHARE

Tapi KICEP ketika Ada…",,,,,,,
61,1578336188426903552,2022-10-07 10:47:26+00:00,https://twitter.com/CatatanAli07/status/1578336188426903552,0,0,60,https://twitter.com/alajagimana/status/1578332708572626944,,,,,,,,"RT @alajagimana: Bikin rame cuy, bikin kalimat dengan kata “lebay” ….. gw tunggu sampe jam 20.00 WIB
2 org yg paling lebay masing2 dpt 100k…",,,,,,,
62,1578336181841846272,2022-10-07 10:47:24+00:00,https://twitter.com/CatatanAli07/status/1578336181841846272,0,0,9,https://twitter.com/Catatan_ali7/status/1578329047557623809,,,,,,,,RT @Catatan_ali7: ANIES BASWEDAN kan  baru selesai 15 atau 16 oktober tapi sudah safari politik Seperti Tidak sabar dan rasa rasanya kurang…,,,,,,,
63,1578325023399759873,2022-10-07 10:03:04+00:00,https://twitter.com/CatatanAli07/status/1578325023399759873,0,0,61,https://twitter.com/Catatan_ali7/status/1575142656799186944,,,,,,,,RT @Catatan_ali7: @ridwankamil Dimutualan saya ada anak hebat nama nya @Bintangmpd2008 warga jabar Dia Seorang yatim piatu saat ini bekerja…,,,,,,,
64,1578314801524408326,2022-10-07 09:22:27+00:00,https://twitter.com/CatatanAli07/status/1578314801524408326,0,0,3,https://twitter.com/Catatan_ali7/status/1578309592953819143,,,,,,,,RT @Catatan_ali7: @Rosalia_Ind KECEWA sama pelayanan ROSALIA INDAH pesan atau beli tiket nya EXECUTIVE PLUS eh pas beberapa jam mau berangk…,,,,,,,
65,1578314776656371715,2022-10-07 09:22:21+00:00,https://twitter.com/CatatanAli07/status/1578314776656371715,0,0,3,https://twitter.com/Catatan_ali7/status/1578314340461326342,,,,,,,,RT @Catatan_ali7: SAWAH yang dijual belum balik modal padahal 😂🤣😂🤣😂🤣😂🤣,0,0,0,0,0,0,0
66,1578314766535491584,2022-10-07 09:22:18+00:00,https://twitter.com/CatatanAli07/status/1578314766535491584,0,0,10,https://twitter.com/Catatan_ali7/status/1578313943097176064,,,,,,,,"RT @Catatan_ali7: PSI diludahin Ganjar , kalau gua jadi kader nya atau ketua nya udah gua Bubarin Ini PSI karna Malu banget😂",1,0,0,1,0,0,0
67,1578309886781579266,2022-10-07 09:02:55+00:00,https://twitter.com/CatatanAli07/status/1578309886781579266,0,0,37,https://twitter.com/Catatan_ali7/status/1578233842556866560,,,,,,,,"RT @Catatan_ali7: Bung Towel : Sebagai pertanggung Jawaban Moral HARUS MUNDUR !

PSSI : ENAK AJA MUNDUR !!

Budaya MALU bukan Budaya Kita B…",,,,,,,
68,1578257759849840640,2022-10-07 05:35:47+00:00,https://twitter.com/CatatanAli07/status/1578257759849840640,0,0,8,https://twitter.com/Catatan_ali7/status/1578257329799467009,,,,,,,,"RT @Catatan_ali7: Seharusnya KPK dalami lagi keterlibatan ganjar dalam kasus EKTP karna beberapa kali nama nya disebut....

Ketimbang Menca…",,,,,,,
69,1578234643714756609,2022-10-07 04:03:55+00:00,https://twitter.com/CatatanAli07/status/1578234643714756609,0,0,2,https://twitter.com/Catatan_ali7/status/1577417549050179584,,,,,,,,RT @Catatan_ali7: Ini yang dulu ngetuit kelamin disandingkan dengan ibadah shalat jumat Ya din @BarBaro5_ 🙄,1,0,0,1,0,0,0
70,1578208467789131777,2022-10-07 02:19:55+00:00,https://twitter.com/CatatanAli07/status/1578208467789131777,0,0,2,https://twitter.com/Catatan_ali7/status/1578208099126562816,,,,,,,,RT @Catatan_ali7: Nanti Ditendang Pake PDL nanges curhat disosmed 🙄🙄🙄,0,0,0,0,0,0,0
71,1577996743857172480,2022-10-06 12:18:36+00:00,https://twitter.com/CatatanAli07/status/1577996743857172480,0,0,26,https://twitter.com/Catatan_ali7/status/1577995910264430595,,,,,,,,RT @Catatan_ali7: Kok JAKARTA masih Banjir ?? 👀 https://t.co/1qdTxR2RWz,0,0,0,0,0,0,0
72,1577991271372623872,2022-10-06 11:56:51+00:00,https://twitter.com/CatatanAli07/status/1577991271372623872,0,0,1,https://twitter.com/Catatan_ali7/status/1577991024114225152,,,,,,,,RT @Catatan_ali7: Kecil,0,0,0,0,0,0,0
73,1577973710191202309,2022-10-06 10:47:04+00:00,https://twitter.com/CatatanAli07/status/1577973710191202309,0,0,2,https://twitter.com/Catatan_ali7/status/1577971921513480192,,,,,,,,RT @Catatan_ali7: Horas 😂 https://t.co/Y9tfxFRxfs,0,0,0,0,0,0,0
74,1577973608907145216,2022-10-06 10:46:40+00:00,https://twitter.com/CatatanAli07/status/1577973608907145216,0,0,4,https://twitter.com/liek_mino/status/1577961137127116800,,,,,,,,"RT @liek_mino: Terimakasih yg sdh support
@axdwin @DrEvaChaniago @zarazettirazr @Stevaniehuangg @Ndons_Back @beautydyah @inggavalensi @Ken_…",0,0,0,0,0,0,0
75,1577884530475954177,2022-10-06 04:52:42+00:00,https://twitter.com/CatatanAli07/status/1577884530475954177,0,0,7,https://twitter.com/Catatan_ali7/status/1577879984990957568,,,,,,,,"RT @Catatan_ali7: SOBAT ANIES gak ada yang upload dan bersuara soal carut marut dihalte transjakarta ?????

Semakin yakin 2024 WAJAH BARU R…",,,,,,,
76,1577884494018875392,2022-10-06 04:52:33+00:00,https://twitter.com/CatatanAli07/status/1577884494018875392,0,0,52,https://twitter.com/Catatan_ali7/status/1577882642867163136,,,,,,,,RT @Catatan_ali7: Kalau TIMNAS Menang CAPER Yang VC lah yang inilah yang itulah Bahkan Setelah pertandingan Ikut Konfrensi Pers sama Pelati…,,,,,,,
77,1577884477426393089,2022-10-06 04:52:29+00:00,https://twitter.com/CatatanAli07/status/1577884477426393089,0,0,2,https://twitter.com/Catatan_ali7/status/1577884353266229248,,,,,,,,RT @Catatan_ali7: Bau nya...,,,,,,,
