,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,KS,KH,DH,TDH,SWA,LO,AK
10,10,178,1492673532463304705,2022-02-13 01:34:37+00:00,https://twitter.com/CatatanAli07/status/1492673532463304705,Mantap neh buat temen ngupi Yok diorder 👍 https://t.co/K11mJ6WvjG,4,1,3,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
11,11,1202,1492673798478262272,2022-02-13 01:35:40+00:00,https://twitter.com/Queen__Bakery/status/1492673798478262272,@CatatanAli07 Terimakasih Ji Ali 🙏☺️,0,0,0,,1.3554165001573335e+18,Queen__Bakery,,8883.0,3728.0,56025.0,63700.0,,,,,,,
12,12,177,1493959749729423364,2022-02-16 14:45:35+00:00,https://twitter.com/CatatanAli07/status/1493959749729423364,Assalamualaikum,1,0,0,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
13,13,176,1494339276435509248,2022-02-17 15:53:41+00:00,https://twitter.com/CatatanAli07/status/1494339276435509248,"Kisi kisi dari koko kalau COVID AKAN RELEASE VARIAN BARU

Jika kalian terus Membaca HALUSINASI koko ini saya berani jamin hidup kalian akan penuh ketakutan 

BAHAHAHAHAHAHAHA https://t.co/50EApGh8aO",2,0,3,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
14,14,1201,1494340475134029824,2022-02-17 15:58:27+00:00,https://twitter.com/MelayuSejahtera/status/1494340475134029824,@CatatanAli07 follback lah kl gitu Ustadz,0,0,0,,2328961722.0,MelayuSejahtera,Tanah Pilih Pesako Betuah ,2529.0,600.0,40477.0,87361.0,,,,,,,
15,15,1200,1496374795407175683,2022-02-23 06:42:07+00:00,https://twitter.com/anandayno/status/1496374795407175683,@CatatanAli07 Makasih Kakak 😘,0,0,0,,1.4908792754608087e+18,anandayno,,2051.0,1605.0,8497.0,3677.0,,,,,,,
16,16,1199,1497203569027870725,2022-02-25 13:35:22+00:00,https://twitter.com/PutraErlangga95/status/1497203569027870725,@CatatanAli07 Terlambat 🤭,0,0,0,,1.4920702718004142e+18,PutraErlangga95,"DKI Jakarta, Indonesia",7342.0,1466.0,31957.0,15224.0,,,,,,,
17,17,1198,1497211777179807760,2022-02-25 14:07:59+00:00,https://twitter.com/Bob_EtEk3weR/status/1497211777179807760,@CatatanAli07 Berobat 😌,0,1,0,,1.2156116823633388e+18,Bob_EtEk3weR,❤️ AuliAndry,14523.0,10198.0,59164.0,62508.0,,,,,,,
18,18,175,1498116940124295169,2022-02-28 02:04:46+00:00,https://twitter.com/CatatanAli07/status/1498116940124295169,Yuk diorder Polo nya 👍 https://t.co/g0Pmf2aUYk,0,0,0,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
19,19,1197,1498985980824535047,2022-03-02 11:38:02+00:00,https://twitter.com/dara_darmayu/status/1498985980824535047,@CatatanAli07 Sama²...,0,0,0,,1.349145237223043e+18,dara_darmayu,kolong langit,18397.0,9996.0,76133.0,40579.0,,,,,,,
20,20,1196,1498986178766598147,2022-03-02 11:38:49+00:00,https://twitter.com/emengbodas/status/1498986178766598147,@CatatanAli07 DM ny d tutup y bang,0,1,0,,114139308.0,emengbodas,"USA, Urang Sunda Asli",237.0,473.0,276.0,3274.0,,,,,,,
21,21,1195,1499325276542570497,2022-03-03 10:06:16+00:00,https://twitter.com/GenBeWise/status/1499325276542570497,@CatatanAli07 Di Jateng Bang..😀🙏,0,1,0,,1103462492.0,GenBeWise,Bumi Allah,6886.0,6314.0,65934.0,63155.0,,,,,,,
22,22,1194,1499326214149869569,2022-03-03 10:10:00+00:00,https://twitter.com/GenBeWise/status/1499326214149869569,@CatatanAli07 Pemalang Bang..,0,0,0,,1103462492.0,GenBeWise,Bumi Allah,6886.0,6314.0,65934.0,63155.0,,,,,,,
23,23,1193,1499326385323536391,2022-03-03 10:10:41+00:00,https://twitter.com/GenBeWise/status/1499326385323536391,@CatatanAli07 Kbtulan ada kerjaan disana,0,1,0,,1103462492.0,GenBeWise,Bumi Allah,6886.0,6314.0,65934.0,63155.0,,,,,,,
24,24,1192,1499329185587740672,2022-03-03 10:21:48+00:00,https://twitter.com/GenBeWise/status/1499329185587740672,@CatatanAli07 Inshaa Allah bisa keliling Klaten Jogja Bang Ali....🙏,0,0,0,,1103462492.0,GenBeWise,Bumi Allah,6886.0,6314.0,65934.0,63155.0,,,,,,,
25,25,174,1500056511066025985,2022-03-05 10:31:56+00:00,https://twitter.com/CatatanAli07/status/1500056511066025985,Tanggung Amat Ah genepin jadi 1000 bisa ndak neh 😂🙏 https://t.co/qFAYcOqWyL,2,3,2,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
26,26,1191,1500057268708319239,2022-03-05 10:34:57+00:00,https://twitter.com/SunFlowe_35/status/1500057268708319239,@CatatanAli07 Wani piro 🙄,0,1,0,,1.2437616634901545e+18,SunFlowe_35,near the fields,2166.0,1994.0,44340.0,84431.0,,,,,,,
27,27,1190,1500058235835133953,2022-03-05 10:38:47+00:00,https://twitter.com/SunFlowe_35/status/1500058235835133953,@CatatanAli07 Dih. Tampol neh,0,1,0,,1.2437616634901545e+18,SunFlowe_35,near the fields,2166.0,1994.0,44340.0,84431.0,,,,,,,
28,28,1189,1500058436004106241,2022-03-05 10:39:35+00:00,https://twitter.com/MelayuSejahtera/status/1500058436004106241,@CatatanAli07 ndak bisa follow 2 kali Stadz,0,0,0,,2328961722.0,MelayuSejahtera,Tanah Pilih Pesako Betuah ,2529.0,600.0,40477.0,87361.0,,,,,,,
29,29,1188,1503367792560869376,2022-03-14 13:49:47+00:00,https://twitter.com/sulastrianshori/status/1503367792560869376,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Done bang,1,0,0,,1.119156647123796e+18,sulastrianshori,,288.0,498.0,78471.0,1231.0,,,,,,,
30,30,173,1503376536606748679,2022-03-14 14:24:32+00:00,https://twitter.com/CatatanAli07/status/1503376536606748679,"Wapres Ulama 
Menag Anak Kyai

Tapi pada bungkam lihat #RitualSesatIKN naudzubillah Summa Naudzubillah mindzalik

#RitualSesatIKN bisa jadi sumber bencana karna ALLAH SWT tidak mengampuni Dosa Sirik dan Musrik https://t.co/xghwDC2Atl",25,6,14,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
31,31,1187,1503377053625708553,2022-03-14 14:26:35+00:00,https://twitter.com/DrEvaChaniago/status/1503377053625708553,@CatatanAli07 @Bob_eT3k3WeR Siaaap tadz @CatatanAli07,4,3,0,,1355632532.0,DrEvaChaniago,Jakarta Capital Region,70660.0,15331.0,193734.0,73441.0,,,,,,,
32,32,1186,1503377066900660225,2022-03-14 14:26:38+00:00,https://twitter.com/ArieMutyara/status/1503377066900660225,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Udin,1,0,0,,1.4008966548200858e+18,ArieMutyara,,11018.0,6496.0,4051.0,5769.0,,,,,,,
33,33,1185,1503380420691386370,2022-03-14 14:39:58+00:00,https://twitter.com/yuesefa/status/1503380420691386370,"@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Drone, eh done....",1,0,0,,2212186987.0,yuesefa,Not necessary,4301.0,4003.0,34412.0,31892.0,,,,,,,
34,34,1184,1503381307757248515,2022-03-14 14:43:29+00:00,https://twitter.com/Alransy_13/status/1503381307757248515,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Done dong😊🙏,0,0,0,,1.467909886201643e+18,Alransy_13,,2259.0,2533.0,11773.0,9855.0,,,,,,,
35,35,1183,1503384197292953605,2022-03-14 14:54:58+00:00,https://twitter.com/Singa_Nala/status/1503384197292953605,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Follow kembali yo,3,0,0,,1.1440760201751388e+18,Singa_Nala,nDalem Kahutaman ,14344.0,11153.0,48712.0,43345.0,,,,,,,
36,36,1182,1503416564426899456,2022-03-14 17:03:35+00:00,https://twitter.com/IpunkSA4/status/1503416564426899456,"@CatatanAli07 Apa bedanya sama upacar bendera 17an cok, itu acara simbolis aja",0,1,0,,1.1699306821156127e+18,IpunkSA4,,11.0,44.0,31.0,47.0,,,,,,,
37,37,1181,1503425029370834947,2022-03-14 17:37:13+00:00,https://twitter.com/TheLuckyBastrad/status/1503425029370834947,"@CatatanAli07 Broo... I know u hate pakde. Tapi gak semua hal yg dia lakukan lo benci juga, senengnya nyirik nyirikin manusia",0,0,0,,1.2041739786353582e+18,TheLuckyBastrad,,47.0,467.0,2284.0,1202.0,,,,,,,
38,38,1180,1503428063563976704,2022-03-14 17:49:17+00:00,https://twitter.com/arkanturuk/status/1503428063563976704,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Belum dipolbek... 🤭,0,0,0,,1.1451798610585928e+18,arkanturuk,"Cilacap, Jawa Tengah",4108.0,5002.0,21227.0,4471.0,,,,,,,
39,39,1179,1503431112504541184,2022-03-14 18:01:24+00:00,https://twitter.com/dara_enterprise/status/1503431112504541184,"@CatatanAli07 Istighfar bro,
Berdamailah dengan diri lu..
Apa2 yg dilakuin Jokowi lu ampe sgitu nya banget..

Itu simbolis,
Apa bedanya dengan upara bendera, apa bedanya dengan acara nikahan mecahin kendi, ruwatan dll

Pliss berdamai dengan diri lu sendiri,
Biar slalu khusnudzon",0,0,0,,7.927612426034872e+17,dara_enterprise,"Jawa Barat, Indonesia",6.0,32.0,165.0,650.0,,,,,,,
40,40,1178,1503439517663248384,2022-03-14 18:34:48+00:00,https://twitter.com/Darumdjokelat/status/1503439517663248384,@CatatanAli07 Sok suci tlol,0,0,0,,7.068917374242734e+17,Darumdjokelat,"Blitar, Jawa Timur",89.0,1085.0,1047.0,589.0,,,,,,,
41,41,1177,1503495985380888579,2022-03-14 22:19:11+00:00,https://twitter.com/bekecotkulon/status/1503495985380888579,"@CatatanAli07 Lak rituale nyembah awakmu baru sesat, musrik brooo. Ritual e njaluk nang gusti allah kok diwara sesat. Kon kok goblok seh",0,0,0,,1.4805842900522844e+18,bekecotkulon,,2.0,19.0,27.0,111.0,,,,,,,
42,42,1176,1503510551615635457,2022-03-14 23:17:04+00:00,https://twitter.com/FArifin74/status/1503510551615635457,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR done...  Fb ya,0,0,0,,1.498934728023425e+18,FArifin74,,2188.0,3111.0,8829.0,1298.0,,,,,,,
43,43,1175,1503546430807412738,2022-03-15 01:39:38+00:00,https://twitter.com/D4r_M1nk72/status/1503546430807412738,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Done👌,0,0,0,,1.1194196219902566e+18,D4r_M1nk72,,8840.0,7807.0,17395.0,6368.0,,,,,,,
44,44,1174,1503612525669072897,2022-03-15 06:02:16+00:00,https://twitter.com/DSXL3/status/1503612525669072897,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR Dono,0,0,0,,1.1049924021320008e+18,DSXL3,,6446.0,7021.0,256365.0,110728.0,,,,,,,
45,45,1173,1503623645427425282,2022-03-15 06:46:27+00:00,https://twitter.com/KiswanRpt/status/1503623645427425282,@CatatanAli07 @__Sridiana_3va @Bob_eT3k3WeR FB dong,0,0,0,,1.39741113873263e+18,KiswanRpt,,1283.0,1410.0,855.0,371.0,,,,,,,
46,46,1172,1507278151776628740,2022-03-25 08:48:09+00:00,https://twitter.com/RadarKorupsi/status/1507278151776628740,@CatatanAli07 Masama my Bro ji Ali.,0,0,0,,1219055858.0,RadarKorupsi,"Dago, Bandung",22115.0,17821.0,135253.0,134219.0,,,,,,,
47,47,1171,1507911995424935942,2022-03-27 02:46:50+00:00,https://twitter.com/CatatanAli07/status/1507911995424935942,Yok kita semua #RamadhanPenuhiMasjid,8,0,4,,1.4921908284999025e+18,CatatanAli07,,2698.0,1558.0,224.0,4430.0,,,,,,,
48,48,172,1507923216496730113,2022-03-27 03:31:25+00:00,https://twitter.com/CatatanAli07/status/1507923216496730113,"Ramadhan Itu Setahun sekali , Belum tentu Ramadhan Edisi selanjutnya kita masih bisa merasakan nya

Jadi saat Tiba Kita Wajib #RamadhanPenuhiMasjid jangan mau diatur atur sama PENGIKUT MADZAB WHO 

SETUJU RT SERTAKAN TAGAR #RamadhanPenuhiMasjid",1128,42,449,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
49,49,1170,1507924055470768131,2022-03-27 03:34:45+00:00,https://twitter.com/combet81/status/1507924055470768131,@CatatanAli07 #RamadhanPenuhiMasjid,3,0,2,,1.4746363407424102e+18,combet81,,3395.0,3168.0,13403.0,9231.0,,,,,,,
50,50,1169,1507972447173476355,2022-03-27 06:47:02+00:00,https://twitter.com/RizSukma13/status/1507972447173476355,"@CatatanAli07 Taraweh biar nambah pinter
Bkn taraweh wajib booster
Lagi pke sgala nyampur aje Agama lu beda kaga usah Ngatur2

#RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",1,0,0,,8.332994699909284e+17,RizSukma13,,3164.0,3649.0,47369.0,23541.0,,,,,,,
51,51,1168,1507983420479066114,2022-03-27 07:30:39+00:00,https://twitter.com/IndonesiaFaried/status/1507983420479066114,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanFullkantoaMasjid",0,0,0,,2427977096.0,IndonesiaFaried,,435.0,768.0,9094.0,36026.0,,,,,,,
52,52,1167,1507986921594650631,2022-03-27 07:44:33+00:00,https://twitter.com/IntanRubby_8/status/1507986921594650631,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,0,,9.157214016836772e+17,IntanRubby_8,"DKI Jakarta, Indonesia",160.0,419.0,22443.0,17893.0,,,,,,,
53,53,1166,1507990580856426499,2022-03-27 07:59:06+00:00,https://twitter.com/yudhi_yustira/status/1507990580856426499,@CatatanAli07 Sebelum penuhin mesjidnya..segerakan vaksin+boosternya dahulu..gratis kan?,0,0,0,,108770398.0,yudhi_yustira,Jakarta Capital Region,123.0,666.0,3127.0,8111.0,,,,,,,
54,54,1165,1508000805391331328,2022-03-27 08:39:43+00:00,https://twitter.com/ChandraGiriWir2/status/1508000805391331328,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,1.35824971538552e+18,ChandraGiriWir2,,972.0,1711.0,16714.0,7547.0,,,,,,,
55,55,1164,1508021535902105605,2022-03-27 10:02:06+00:00,https://twitter.com/BasimKece/status/1508021535902105605,"@CatatanAli07 Ambil keberkahan Ramadhan dgn perbanyak i'tikaf di masjid.

#RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",1,0,0,,1.4123712505596518e+18,BasimKece,,177.0,427.0,1331.0,1551.0,,,,,,,
56,56,1163,1508025332544458761,2022-03-27 10:17:11+00:00,https://twitter.com/Aiem_mohammad/status/1508025332544458761,@CatatanAli07 Fix.!,0,0,0,,1.5066581747909632e+18,Aiem_mohammad,"Tangerang, Indonesia",11.0,209.0,134.0,118.0,,,,,,,
57,57,1162,1508025944711503876,2022-03-27 10:19:37+00:00,https://twitter.com/sonnysm1/status/1508025944711503876,"@CatatanAli07 Mazhab WHO thoriqot covidiah ...

Stupidiah lah",1,0,0,,1437420846.0,sonnysm1,Bandung,971.0,1308.0,956.0,2440.0,,,,,,,
58,58,1161,1508034376625700865,2022-03-27 10:53:07+00:00,https://twitter.com/teleklencung6/status/1508034376625700865,"@CatatanAli07 Setebulnya sholat tarawih itu idealnya di rmh bukan di masjid. Lagi musim kopik gini patuhin prokes jgn sok jagoan, ntar kena kopik modar nyalahin pemerintah. Goblok mbok ya jgn dipiara.",0,0,0,,1.4980406844856812e+18,teleklencung6,,41.0,133.0,6744.0,1692.0,,,,,,,
59,59,1160,1508050227378679812,2022-03-27 11:56:07+00:00,https://twitter.com/samienz/status/1508050227378679812,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,0,,239634399.0,samienz,,1413.0,2936.0,35015.0,60682.0,,,,,,,
60,60,1159,1508050940087050249,2022-03-27 11:58:57+00:00,https://twitter.com/Noera46011658/status/1508050940087050249,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,1.5032544919356498e+18,Noera46011658,,104.0,203.0,6301.0,1468.0,,,,,,,
61,61,1158,1508056921055850499,2022-03-27 12:22:42+00:00,https://twitter.com/SriSutarni8/status/1508056921055850499,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,0,,1.2299585991425966e+18,SriSutarni8,"Kebayoran Baru, Indonesia",1845.0,1469.0,18971.0,12837.0,,,,,,,
62,62,1157,1508071459318792200,2022-03-27 13:20:29+00:00,https://twitter.com/RiyansalmanJun1/status/1508071459318792200,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,1,,1.4767012783905546e+18,RiyansalmanJun1,,17.0,52.0,25.0,372.0,,,,,,,
63,63,1156,1508072751491268609,2022-03-27 13:25:37+00:00,https://twitter.com/Hasank12716313/status/1508072751491268609,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanMubarak 
#RamadhanPenuhiMasjid",0,0,1,,1.2200059244100155e+18,Hasank12716313,,2929.0,5004.0,73526.0,42909.0,,,,,,,
64,64,1155,1508073979835154435,2022-03-27 13:30:30+00:00,https://twitter.com/DjodiOddy/status/1508073979835154435,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,1532509946.0,DjodiOddy,di bawah langit..,1528.0,2505.0,89664.0,8064.0,,,,,,,
65,65,1154,1508075376006021120,2022-03-27 13:36:02+00:00,https://twitter.com/umay_patria/status/1508075376006021120,@CatatanAli07 Yoi #RamadhanPenuhiMasjid #RamadhanPenuhiMasjid,0,0,0,,313830986.0,umay_patria,@Alam Semesta_Indonesia,1684.0,1230.0,185920.0,197186.0,,,,,,,
66,66,1153,1508077131393208322,2022-03-27 13:43:01+00:00,https://twitter.com/ajodancin2/status/1508077131393208322,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid 
Sip",1,0,0,,1.4522423786774364e+18,ajodancin2,,1898.0,2947.0,33114.0,879.0,,,,,,,
67,67,1152,1508078095928299520,2022-03-27 13:46:51+00:00,https://twitter.com/LertaMuhammad/status/1508078095928299520,"@CatatanAli07 Semangat
#RamadhanPenuhiMasjid 
Girah
#RamadhanPenuhiMasjid",0,0,0,,9.36150950179246e+17,LertaMuhammad,"Kota Medan, Sumatera Utara",248.0,342.0,12137.0,5327.0,,,,,,,
68,68,1151,1508083156590952452,2022-03-27 14:06:58+00:00,https://twitter.com/Lily21670477/status/1508083156590952452,"@CatatanAli07 Sangat setuju sekali #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,1.1309510870605414e+18,Lily21670477,"DKI Jakarta, Indonesia",2756.0,2416.0,59526.0,34557.0,,,,,,,
69,69,1150,1508136983528308739,2022-03-27 17:40:51+00:00,https://twitter.com/Cozillar_Chrome/status/1508136983528308739,"@CatatanAli07 Yess....
Kita Umat Mayoritas di Negeri ini, kita tak boleh tunduk dengan aturan² diskriminatif ala rezim kodok.
Mau sampe kapan kita terus menerus diperdaya oleh para #BangsatBangsa yg hanya memikirkan perut dan kekuasaan mreka saja ?

Ayo ! #RamadhanPenuhiMasjid",1,0,1,,1.1720376343836795e+18,Cozillar_Chrome,Indonesia,2080.0,2381.0,139296.0,168348.0,,,,,,,
70,70,1149,1508145447659261952,2022-03-27 18:14:29+00:00,https://twitter.com/RosaSyapriadi/status/1508145447659261952,"@CatatanAli07 Kecuali politik uang, suap dan KKN.",0,0,0,,1.211985059474854e+18,RosaSyapriadi,"Aceh Singkil, NAD",1212.0,4956.0,53496.0,7212.0,,,,,,,
71,71,1148,1508216036306604035,2022-03-27 22:54:59+00:00,https://twitter.com/abamaulana212/status/1508216036306604035,"@CatatanAli07 Setuju #RamadhanPenuhiMasjid 
Biar afdhol 2x #RamadhanPenuhiMasjid",0,0,0,,1.480090867490693e+18,abamaulana212,,14.0,90.0,62.0,129.0,,,,,,,
72,72,1147,1508229933826408454,2022-03-27 23:50:12+00:00,https://twitter.com/soldieroffortu3/status/1508229933826408454,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,0,,2418374942.0,soldieroffortu3,Indonesia buminya Allah ,364.0,354.0,38935.0,33061.0,,,,,,,
73,73,1146,1508249897606127625,2022-03-28 01:09:32+00:00,https://twitter.com/Kumis20191/status/1508249897606127625,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid 
☝️☝️☝️☝️☝️",0,0,0,,1.184486245642031e+18,Kumis20191,,1470.0,1460.0,102767.0,87382.0,,,,,,,
74,74,1145,1508287286798348293,2022-03-28 03:38:06+00:00,https://twitter.com/Rubkaryo323/status/1508287286798348293,"@CatatanAli07 #RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,7.853673554339881e+17,Rubkaryo323,"Denpasar Selatan, Indonesia",1208.0,762.0,66250.0,47864.0,,,,,,,
75,75,1144,1508299865964843009,2022-03-28 04:28:05+00:00,https://twitter.com/OnesWansuk4/status/1508299865964843009,"@CatatanAli07 Abdi satuju
#RamadhanPenuhiMasjid 
#RamadhanPenuhiMasjid",0,0,0,,1.5073646349276938e+18,OnesWansuk4,,2080.0,2366.0,4674.0,6712.0,,,,,,,
76,76,1143,1508490933838708736,2022-03-28 17:07:19+00:00,https://twitter.com/cheecaq18/status/1508490933838708736,@CatatanAli07 #RamadhanPenuhiMasjid,0,0,0,,253887770.0,cheecaq18,Indonesia,1534.0,3064.0,4435.0,5507.0,,,,,,,
77,77,1142,1508598927729168386,2022-03-29 00:16:27+00:00,https://twitter.com/uniemara/status/1508598927729168386,@CatatanAli07 Org Kafeer berani2 nya ngatur2 umat mayoritas 😡 https://t.co/nmE6gH2hXO,3,0,0,,1.4501877017186427e+18,uniemara,,299.0,124.0,10971.0,11898.0,,,,,,,
78,78,1141,1508815580086038528,2022-03-29 14:37:21+00:00,https://twitter.com/Bob_EtEk3weR/status/1508815580086038528,"@CatatanAli07 Usir Dun kepala desa lo
#WajibLengserkanJokowi",4,1,3,,1.2156116823633388e+18,Bob_EtEk3weR,❤️ AuliAndry,14523.0,10198.0,59164.0,62508.0,,,,,,,
79,79,1140,1508996310875009025,2022-03-30 02:35:30+00:00,https://twitter.com/margodink21/status/1508996310875009025,"@CatatanAli07 #RamadhanPenuhiMasjid
#RamadhanPenuhiMasjid",0,0,0,,1.1101161224712192e+18,margodink21,,146.0,591.0,8564.0,607.0,,,,,,,
80,80,171,1510510494121345025,2022-04-03 06:52:20+00:00,https://twitter.com/CatatanAli07/status/1510510494121345025,"AMERIKA Tidak Ada PKI
Jadi Mereka bebas beribadah dimana pun mereka mau...

Beda dengan INDONESIA baru ada yang NGAJI BERJAMAAH dijalan udah panas udah kelojotan ANJING ANJING PKI Mulai bermunculan 🙈 https://t.co/AEfC0fZHNn",3,0,0,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
81,81,170,1511820891763937281,2022-04-06 21:39:23+00:00,https://twitter.com/CatatanAli07/status/1511820891763937281,"Bismillah

#11AprilJokowiTumbang 🙏

Yang ingin #11AprilJokowiTumbang

RT KERAS!!!!!!",1,1,3,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
82,82,169,1513176978610081798,2022-04-10 15:27:59+00:00,https://twitter.com/CatatanAli07/status/1513176978610081798,"TAGAR

#MahasiswaBergerak 
#MahasiswaBergerak 

Geber lagi yok buat kasih semangat ke adek adek mahasiswa besok....",374,45,148,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
83,83,1139,1513177212094390277,2022-04-10 15:28:55+00:00,https://twitter.com/Y0uDie_RsH/status/1513177212094390277,"@CatatanAli07 Tanpa Rem..
#MahasiswaBergerak 
#MahasiswaBergerak",1,0,1,,1.3573467424007864e+18,Y0uDie_RsH,زهربؤن قتا ,3791.0,3534.0,68612.0,51329.0,,,,,,,
84,84,1138,1513177704505352195,2022-04-10 15:30:52+00:00,https://twitter.com/baraja_d/status/1513177704505352195,"@CatatanAli07 Ayo 👇

#MahasiswaBergerak 
#MahasiswaBergerak",2,1,2,,1.2482097359558246e+18,baraja_d,,2564.0,3311.0,11856.0,17934.0,,,,,,,
